transaction_id,customer_id,product_id,transaction_date,units_sold,discount_applied,revenue,clicks,impressions,conversion_rate,category,region,ad_ctr,ad_cpc,ad_spend,year,month,day,day_of_week,price_per_unit,is_anomaly,model_anomaly_prediction
1438c485-49d0-400c-ab9c-731c59d78ad4,Customer_2203,Product_764,2024-08-03,147,0.25,47.28,9,99,0.09,Home Appliances,North America,0.1692,1.17,197.96,2024,8,3,5,0.3216326530612245,0,0
6005ee52-a251-4345-9555-a8466c607a8f,Customer_13805,Product_803,2024-09-09,142,0.3,576.41,3,119,0.03,Electronics,Europe,0.0603,0.49,29.55,2024,9,9,0,4.059225352112676,0,0
4b0a9f92-4fe0-461d-80da-cb149db6ddc3,Customer_3119,Product_474,2024-01-04,156,0.26,258.81,15,220,0.07,Toys,North America,0.1849,1.02,188.6,2024,1,4,3,1.6590384615384617,0,0
2fd840b7-6a70-4326-b8d4-468488aec8f7,Customer_132,Product_736,2023-11-12,114,0.22,1011.75,13,178,0.07,Home Appliances,Asia,0.0605,0.73,44.16,2023,11,12,6,8.875,0,0
8399eacf-af18-4307-bd68-5b0567f19525,Customer_16308,Product_422,2024-07-09,119,0.07,841.8,41,45,0.91,Books,Europe,0.1377,1.75,240.98,2024,7,9,1,7.0739495798319325,0,0
59663a47-2cfc-44b8-8b6e-495ebc9ccca8,Customer_15619,Product_708,2024-05-07,128,0.3,492.65,49,170,0.29,Electronics,Asia,0.0473,0.88,41.62,2024,5,7,1,3.848828125,0,0
1b1cf67b-9a9d-408c-ba21-92092a86efea,Customer_16168,Product_54,2024-11-10,123,0.29,533.96,49,183,0.27,Home Appliances,Europe,0.0722,1.53,110.47,2024,11,10,6,4.341138211382114,0,0
6eb9a162-4286-4bc2-9e8d-4c9a966914f9,Customer_11469,Product_419,2024-07-11,141,0.05,349.18,43,274,0.16,Electronics,Europe,0.1109,0.66,73.19,2024,7,11,3,2.47645390070922,0,0
2d05fd2d-07fe-4eb9-94df-dd3c86740e35,Customer_5590,Product_542,2024-10-04,136,0.02,95.06,34,311,0.11,Toys,Europe,0.157,1.63,255.91,2024,10,4,4,0.6989705882352941,0,0
a32dacde-39c4-442a-bce1-1a339765bec6,Customer_13089,Product_227,2024-09-04,125,0.04,1148.03,41,35,1.17,Home Appliances,Europe,0.0136,0.29,3.94,2024,9,4,2,9.18424,0,1
4fe991da-37de-42e6-af95-10711909fb99,Customer_6744,Product_730,2024-01-05,166,0.29,16.68,38,459,0.08,Electronics,North America,0.0445,0.76,33.82,2024,1,5,4,0.1004819277108433,0,0
b2265496-1d44-4eac-aef3-3e6a401890f6,Customer_9556,Product_568,2024-08-05,143,0.08,1167.37,41,340,0.12,Books,North America,0.1127,1.71,192.72,2024,8,5,0,8.163426573426573,0,0
c3a6e5f5-ece2-46a8-bbdd-cc28e330b64d,Customer_11002,Product_25,2024-06-06,139,0.25,44.56,31,173,0.18,Books,North America,0.1319,1.02,134.54,2024,6,6,3,0.3205755395683453,0,0
4d33a908-3e91-4597-8ea7-c4daa29a4bda,Customer_4055,Product_641,2024-06-06,154,0.15,140.39,44,333,0.13,Clothing,North America,0.1037,1.6,165.92,2024,6,6,3,0.9116233766233766,0,0
2c001d55-a339-4a77-b349-75c694ea08f8,Customer_13376,Product_867,2024-07-05,123,0.12,222.44,27,198,0.14,Toys,Asia,0.1532,1.4,214.48,2024,7,5,4,1.8084552845528452,0,0
45ae3eef-9bef-4ebe-afc9-93e962c5ec52,Customer_11439,Product_322,2024-07-03,161,0.06,739.35,4,187,0.02,Toys,North America,0.1467,1.11,162.84,2024,7,3,2,4.592236024844721,0,0
a6eb6e3d-3db0-4ff1-9050-21a8c55af311,Customer_9768,Product_698,2024-02-04,145,0.11,630.4,30,218,0.14,Electronics,Europe,0.1451,1.29,187.18,2024,2,4,6,4.347586206896551,0,0
2af9c49e-5325-459e-a478-731473364d8b,Customer_16585,Product_465,2024-03-11,133,0.21,461.52,39,497,0.08,Clothing,Europe,0.0726,0.75,54.45,2024,3,11,0,3.4700751879699245,0,0
b37256db-ebdc-4609-a265-c04673b536dd,Customer_8485,Product_863,2024-12-01,148,0.28,220.75,5,278,0.02,Home Appliances,North America,0.1311,1.42,186.16,2024,12,1,6,1.491554054054054,0,0
d664a7bf-237f-4377-ab24-4a93ff43af4d,Customer_7895,Product_941,2024-11-07,141,0.12,176.4,13,276,0.05,Books,North America,0.0287,0.5,14.35,2024,11,7,3,1.251063829787234,0,0
0501d5ff-c9f0-4877-a35b-c2eec26780e1,Customer_3951,Product_647,2024-01-12,110,0.24,141.11,37,69,0.54,Books,Asia,0.1693,1.11,187.92,2024,1,12,4,1.282818181818182,0,0
4cfb13e5-16b7-480f-89fe-126f0f4f39e2,Customer_10574,Product_872,2024-09-04,146,0.28,1301.7,0,443,0.0,Electronics,Europe,0.1095,1.98,216.81,2024,9,4,2,8.915753424657535,0,1
824e147a-8b44-43d1-926d-06b349dc3e69,Customer_5307,Product_7,2024-08-04,124,0.2,118.3,21,307,0.07,Toys,Asia,0.1846,1.16,214.14,2024,8,4,6,0.954032258064516,0,0
31b619a6-f81b-4156-bbcc-199e10b6b710,Customer_1017,Product_743,2024-05-12,113,0.18,182.11,30,63,0.48,Home Appliances,Asia,0.0401,1.54,61.75,2024,5,12,6,1.6115929203539825,0,0
3acecb33-1db9-4d7b-8543-a1614a589d9d,Customer_12406,Product_831,2024-10-10,132,0.15,789.48,39,382,0.1,Electronics,Asia,0.1671,0.4,66.84,2024,10,10,3,5.980909090909091,0,0
20fdff74-a422-4ff7-b574-7b641cce95ff,Customer_16970,Product_566,2024-06-12,124,0.12,382.39,27,398,0.07,Toys,Asia,0.114,1.32,150.48,2024,6,12,2,3.083790322580645,0,0
55401969-d536-4624-85d1-0798311dae5b,Customer_13828,Product_288,2024-05-04,132,0.24,200.98,29,130,0.22,Electronics,Asia,0.0498,1.56,77.69,2024,5,4,5,1.5225757575757577,0,0
935cb0ba-598f-48b9-913d-c507cf519c25,Customer_19390,Product_23,2024-06-03,173,0.17,62.32,35,454,0.08,Electronics,North America,0.0639,0.24,15.34,2024,6,3,0,0.3602312138728323,0,0
b3a33fdc-5912-4698-b819-9782f50c9004,Customer_1038,Product_669,2024-06-02,130,0.05,94.18,41,194,0.21,Electronics,Asia,0.1865,0.3,55.95,2024,6,2,6,0.7244615384615385,0,0
634ed4fe-458f-4635-a0e6-07bd633b62b8,Customer_15729,Product_608,2024-10-02,121,0.11,203.29,29,443,0.07,Clothing,Asia,0.0359,0.2,7.18,2024,10,2,2,1.6800826446280992,0,0
7e302404-3991-4247-b848-ccdb0304bf1e,Customer_427,Product_888,2024-08-07,129,0.16,1570.09,46,259,0.18,Home Appliances,Europe,0.1508,1.9,286.52,2024,8,7,2,12.171240310077518,0,1
b5824272-2a83-4d5f-9fd3-0a6977a5a4f4,Customer_9383,Product_143,2024-03-11,123,0.01,470.01,26,102,0.25,Clothing,Asia,0.1683,0.15,25.24,2024,3,11,0,3.821219512195122,0,0
d0e09265-607f-4073-9811-940261759aa2,Customer_19676,Product_15,2024-10-08,123,0.22,301.45,3,122,0.02,Clothing,Asia,0.1555,1.43,222.36,2024,10,8,1,2.450813008130081,0,0
43bb6367-fe78-42dd-9c06-cf116feeb6f6,Customer_16806,Product_871,2024-12-01,122,0.17,124.77,27,197,0.14,Clothing,Asia,0.1766,1.44,254.3,2024,12,1,6,1.022704918032787,0,0
55acb307-5a35-4754-93cf-ce945e10890f,Customer_11272,Product_328,2024-12-10,111,0.28,570.79,4,329,0.01,Books,Asia,0.017,1.23,20.91,2024,12,10,1,5.142252252252252,0,0
926a4455-6027-4223-91c5-a400557b4a82,Customer_3646,Product_718,2024-07-04,127,0.18,73.46,28,313,0.09,Home Appliances,Europe,0.1302,1.33,173.17,2024,7,4,3,0.5784251968503936,0,0
176ed2bc-e428-4dd1-9625-5845453e69f8,Customer_4752,Product_210,2024-06-09,146,0.04,83.87,29,344,0.08,Books,North America,0.1211,0.84,101.72,2024,6,9,6,0.5744520547945206,0,0
eb62db52-82ff-405e-a113-911c984bb155,Customer_13952,Product_373,2024-11-11,122,0.23,361.38,36,20,1.8,Books,Europe,0.0319,1.45,46.26,2024,11,11,0,2.962131147540984,0,1
3eac070e-a718-45d7-9357-721e99f26af7,Customer_15781,Product_794,2024-01-06,130,0.23,1010.05,33,164,0.2,Home Appliances,Europe,0.0437,0.12,5.24,2024,1,6,5,7.769615384615384,0,0
f9726c55-07e5-41c0-9b82-fa4173dceefb,Customer_13769,Product_148,2024-04-02,134,0.26,402.23,18,233,0.08,Electronics,Asia,0.1111,0.84,93.32,2024,4,2,1,3.001716417910448,0,0
db74e148-18c4-423a-a47d-560862dae2c5,Customer_14047,Product_425,2024-05-06,142,0.14,860.35,47,366,0.13,Toys,Europe,0.1556,0.28,43.57,2024,5,6,0,6.058802816901409,0,0
f422a888-61de-48bb-8790-2d92b851040a,Customer_17160,Product_675,2024-12-02,131,0.22,346.3,32,273,0.12,Toys,Asia,0.1562,0.37,57.79,2024,12,2,0,2.64351145038168,0,0
fcb95e9f-1993-449f-b137-2ac72f2f1bfd,Customer_5468,Product_610,2023-10-12,135,0.19,790.67,28,289,0.1,Electronics,Asia,0.0827,0.95,78.56,2023,10,12,3,5.856814814814815,0,0
9869cfff-27e9-4b84-826c-20e4962e4e9a,Customer_11908,Product_323,2024-10-04,150,0.13,1113.4,8,89,0.09,Electronics,Europe,0.1546,0.62,95.85,2024,10,4,4,7.422666666666667,0,0
dfc58523-0419-4a33-bee6-03786e046d60,Customer_17608,Product_36,2024-09-10,123,0.09,439.02,6,17,0.35,Clothing,Asia,0.0554,1.4,77.56,2024,9,10,1,3.569268292682927,0,0
2d2dc453-1bbb-4c89-86df-0b401bccd319,Customer_13652,Product_305,2024-02-11,131,0.16,564.45,2,243,0.01,Home Appliances,Europe,0.0145,1.46,21.17,2024,2,11,6,4.308778625954199,0,0
4c27d883-7ff0-4652-b800-85ebd0c9dff0,Customer_5770,Product_964,2024-12-09,124,0.08,547.46,11,357,0.03,Clothing,Asia,0.1056,0.7,73.92,2024,12,9,0,4.415,0,0
3cf8f687-2b87-4d8a-b508-7c6b1cba8b0c,Customer_12491,Product_859,2024-06-03,114,0.14,70.98,14,388,0.04,Books,Asia,0.1657,1.11,183.93,2024,6,3,0,0.6226315789473684,0,0
c035e47a-e0c4-4e4e-b36c-a6ee3e333b44,Customer_11476,Product_587,2024-07-08,114,0.25,910.82,25,88,0.28,Books,Asia,0.0682,0.93,63.43,2024,7,8,0,7.989649122807018,0,0
66ab3cc6-dd67-49c2-8fdc-d8ce90527e5a,Customer_13560,Product_202,2024-05-12,128,0.02,128.51,37,96,0.39,Toys,Asia,0.0901,1.28,115.33,2024,5,12,6,1.003984375,0,0
b296e062-7a97-498c-bb5d-213dbea1f424,Customer_17189,Product_898,2024-08-05,125,0.03,810.0,23,11,2.09,Clothing,Asia,0.1556,0.33,51.35,2024,8,5,0,6.48,0,1
06932989-d66b-4e57-a06e-e818897383f1,Customer_8019,Product_737,2024-01-10,125,0.11,175.37,34,241,0.14,Clothing,Asia,0.0526,1.1,57.86,2024,1,10,2,1.40296,0,0
c6185150-d928-41bc-b7cb-7e602f94d3a0,Customer_9428,Product_977,2024-09-08,118,0.08,11.02,38,198,0.19,Home Appliances,Asia,0.135,0.16,21.6,2024,9,8,6,0.0933898305084745,0,0
c700e619-585a-4acf-88de-14deb51d1877,Customer_441,Product_574,2024-01-12,141,0.25,298.44,43,12,3.58,Electronics,Asia,0.1262,0.65,82.03,2024,1,12,4,2.116595744680851,0,1
023d0c1d-f9cc-4eec-865e-4ba8dbba3c69,Customer_10427,Product_361,2024-05-07,167,0.16,1141.23,15,373,0.04,Clothing,North America,0.0915,1.4,128.1,2024,5,7,1,6.833712574850299,0,0
027b7e2a-2b1d-40ad-8fe4-17849f606b25,Customer_16347,Product_796,2024-08-06,159,0.16,110.43,20,348,0.06,Home Appliances,North America,0.03,1.38,41.4,2024,8,6,1,0.6945283018867925,0,0
5bb7b449-fca7-4e8d-a127-de3c5b304468,Customer_14685,Product_362,2024-08-11,120,0.29,167.25,36,67,0.54,Home Appliances,Asia,0.1585,0.74,117.29,2024,8,11,6,1.39375,0,0
9806db3a-6ed1-49aa-897b-2ecfea8c299a,Customer_4102,Product_937,2024-01-09,164,0.08,451.2,7,131,0.05,Clothing,North America,0.0729,1.87,136.32,2024,1,9,1,2.7512195121951217,0,0
fc0743c3-2abe-4c9b-ab65-c36aad75fd49,Customer_6492,Product_730,2024-01-09,142,0.25,70.5,3,373,0.01,Electronics,Asia,0.0102,1.26,12.85,2024,1,9,1,0.4964788732394366,0,0
9ab86976-5363-4950-ae46-2a5ec857a322,Customer_15753,Product_785,2024-06-03,135,0.24,660.63,42,205,0.2,Toys,Asia,0.1225,0.54,66.15,2024,6,3,0,4.893555555555555,0,0
866b7c25-d153-4fad-839c-81192e48b841,Customer_9251,Product_416,2024-01-10,161,0.21,1106.67,42,188,0.22,Home Appliances,North America,0.1136,0.32,36.35,2024,1,10,2,6.873726708074535,0,0
4850eaa8-981b-44ba-aec9-0704c3181a5b,Customer_8548,Product_928,2024-02-07,127,0.21,104.0,18,262,0.07,Clothing,Asia,0.0264,1.66,43.82,2024,2,7,2,0.8188976377952756,0,0
a9ef2336-6533-4f5e-bb30-3145a1617a9e,Customer_8020,Product_652,2024-09-05,138,0.23,1400.97,22,456,0.05,Home Appliances,Europe,0.0752,1.1,82.72,2024,9,5,3,10.15195652173913,0,0
b4af97a4-658b-473a-9fd6-8e6531d85615,Customer_16537,Product_364,2024-12-07,179,0.1,1008.65,27,196,0.14,Toys,North America,0.1387,0.23,31.9,2024,12,7,5,5.634916201117318,0,0
afc5f54f-34a4-4b5e-ad82-a35859c0c165,Customer_8113,Product_594,2024-12-05,141,0.13,623.69,40,295,0.14,Electronics,Asia,0.1825,0.66,120.45,2024,12,5,3,4.423333333333334,0,0
99665cdc-f00d-4ce4-bd78-0c3ea2c485a0,Customer_14778,Product_5,2024-07-03,132,0.3,643.94,5,383,0.01,Clothing,Asia,0.0665,0.67,44.56,2024,7,3,2,4.878333333333334,0,0
936d313b-1144-44ca-9e3c-135ae07c5f94,Customer_19884,Product_52,2024-07-09,184,0.21,631.81,48,428,0.11,Electronics,North America,0.1285,0.4,51.4,2024,7,9,1,3.43375,0,0
c53ea877-7ed1-45b4-b6d9-2b9d5669f309,Customer_16888,Product_967,2024-07-06,118,0.17,555.97,16,493,0.03,Books,Asia,0.055,1.63,89.65,2024,7,6,5,4.711610169491526,0,0
73f102c9-7598-4cc9-bcc5-04cad5fce6dc,Customer_14776,Product_992,2023-07-12,185,0.28,924.76,35,482,0.07,Electronics,North America,0.1702,0.2,34.04,2023,7,12,2,4.998702702702703,0,0
e7007ea6-1d46-4cc1-b553-d0985f2d4f43,Customer_6984,Product_269,2024-02-01,138,0.27,1019.58,27,177,0.15,Toys,Asia,0.0901,1.68,151.37,2024,2,1,3,7.388260869565218,0,0
77ac7b75-1fac-4356-9fb5-8bb481e2a3a1,Customer_19855,Product_760,2024-01-07,162,0.26,648.34,20,299,0.07,Home Appliances,North America,0.1834,0.89,163.23,2024,1,7,6,4.002098765432099,0,0
bc10ad0d-cd7b-4b50-8a55-b66fbad64892,Customer_10805,Product_624,2024-06-09,135,0.22,235.32,8,462,0.02,Toys,Asia,0.0471,1.69,79.6,2024,6,9,6,1.743111111111111,0,0
25d97287-57da-4ed6-944e-2f9f61056375,Customer_4200,Product_178,2024-03-05,139,0.01,358.22,0,26,0.0,Toys,Asia,0.1292,1.14,147.29,2024,3,5,1,2.5771223021582736,0,0
f43995a5-e182-4a84-b9a8-4e79337ecd9c,Customer_14348,Product_746,2024-04-08,139,0.01,418.33,4,413,0.01,Toys,Asia,0.1484,0.51,75.68,2024,4,8,0,3.009568345323741,0,0
7b3a3591-515c-489c-8fb5-482d8248675a,Customer_2793,Product_719,2024-11-04,130,0.07,102.48,12,80,0.15,Books,Europe,0.0286,1.3,37.18,2024,11,4,0,0.7883076923076924,0,0
778e74e6-280e-40cc-ad5b-174768f0f16c,Customer_6948,Product_399,2024-09-04,137,0.03,227.53,11,197,0.06,Home Appliances,Europe,0.1717,1.95,334.82,2024,9,4,2,1.6608029197080292,0,0
8aa0acb5-4671-45fb-8d96-5161d2c0e67f,Customer_9879,Product_543,2024-03-04,133,0.05,229.6,41,397,0.1,Clothing,Asia,0.1402,1.69,236.94,2024,3,4,0,1.7263157894736842,0,0
8ddee337-f4f7-4508-a294-d2d5695f2d0a,Customer_19181,Product_10,2024-02-08,154,0.05,849.68,39,80,0.49,Toys,Europe,0.0481,0.95,45.69,2024,2,8,3,5.517402597402597,0,0
2eafb3ac-9add-4706-ba84-7b99bf74ce83,Customer_17218,Product_925,2024-07-01,171,0.14,314.98,27,381,0.07,Clothing,North America,0.07,1.61,112.7,2024,7,1,0,1.8419883040935676,0,0
c0240a42-bd4c-40bb-8ec9-757b047ab92a,Customer_11714,Product_787,2024-11-01,157,0.14,848.67,48,469,0.1,Books,North America,0.1867,0.59,110.15,2024,11,1,4,5.405541401273885,0,0
cea9adc6-2bb5-41ee-82fa-eb99ec6920d5,Customer_10338,Product_813,2024-04-09,159,0.25,65.13,35,167,0.21,Books,North America,0.1623,0.28,45.44,2024,4,9,1,0.4096226415094339,0,0
bdcee306-c30d-49bb-8661-d4becec849eb,Customer_3753,Product_490,2024-05-05,175,0.29,490.24,1,286,0.0,Clothing,North America,0.1152,0.89,102.53,2024,5,5,6,2.8013714285714286,0,0
98532920-732d-463b-a552-01e0088997e1,Customer_7786,Product_151,2024-03-10,191,0.25,886.8,1,475,0.0,Electronics,North America,0.0638,1.67,106.55,2024,3,10,6,4.642931937172775,0,0
c8daafe2-b644-49bd-bf9b-95a44ca30a62,Customer_3102,Product_868,2024-07-05,159,0.07,468.86,25,490,0.05,Books,North America,0.1198,0.88,105.42,2024,7,5,4,2.948805031446541,0,0
bb0a9791-0b07-40d5-8133-0564809ec28f,Customer_13540,Product_659,2024-12-03,128,0.22,770.8,25,63,0.4,Home Appliances,Asia,0.0288,0.6,17.28,2024,12,3,1,6.021875,0,0
9695492a-9a70-4a92-8b9b-0c8361c2b951,Customer_19312,Product_836,2024-10-10,135,0.16,631.39,37,194,0.19,Clothing,Asia,0.1812,0.99,179.39,2024,10,10,3,4.676962962962963,0,0
f98f463b-e2ec-49e7-9bab-faee435425e6,Customer_18403,Product_716,2024-07-08,148,0.28,269.51,9,186,0.05,Electronics,Asia,0.0647,0.92,59.52,2024,7,8,0,1.8210135135135133,0,0
a8723b4b-ce0b-4773-b436-110489a142ee,Customer_2449,Product_607,2024-08-04,143,0.29,489.5,19,425,0.04,Home Appliances,Europe,0.1337,0.29,38.77,2024,8,4,6,3.423076923076923,0,0
5ec122cf-9f9e-481b-b76f-7e706e103df7,Customer_3678,Product_487,2024-06-11,124,0.03,1009.38,41,491,0.08,Books,Asia,0.1452,1.71,248.29,2024,6,11,1,8.140161290322581,0,0
15b37f89-a72c-44b6-a8c6-55cbb6afbf6e,Customer_1333,Product_992,2024-09-05,148,0.24,1301.52,17,332,0.05,Electronics,Asia,0.0707,0.73,51.61,2024,9,5,3,8.794054054054055,0,0
244db948-2718-4708-985d-922cbaf29c5c,Customer_10789,Product_436,2024-08-08,130,0.19,831.47,43,496,0.09,Home Appliances,Asia,0.0307,0.63,19.34,2024,8,8,3,6.3959230769230775,0,0
b943eb12-b500-45f9-bcc5-216399bd7e84,Customer_15571,Product_835,2024-03-04,190,0.29,271.75,19,270,0.07,Electronics,North America,0.0382,0.39,14.9,2024,3,4,0,1.430263157894737,0,0
72bf5a16-5a7b-430f-b4e3-6777a73cc476,Customer_17304,Product_73,2024-10-06,135,0.22,99.65,33,379,0.09,Books,Europe,0.1212,0.81,98.17,2024,10,6,6,0.7381481481481482,0,0
957760ce-1f42-4dff-b88f-799eeaf89255,Customer_6574,Product_917,2024-12-08,131,0.05,1017.96,19,258,0.07,Home Appliances,Asia,0.1156,1.47,169.93,2024,12,8,6,7.770687022900764,0,0
9e546036-99b8-4a1b-ab6a-f598536bfe5b,Customer_2212,Product_894,2024-01-12,142,0.08,445.26,38,191,0.2,Toys,Asia,0.1121,0.85,95.29,2024,1,12,4,3.1356338028169013,0,0
474fe65f-873e-4491-a88f-c68641823e0a,Customer_11496,Product_755,2024-06-08,139,0.11,646.6,18,390,0.05,Clothing,Asia,0.1426,1.38,196.79,2024,6,8,5,4.65179856115108,0,0
488649f3-21ab-4370-a4ce-e306974f44d7,Customer_11783,Product_913,2024-02-04,165,0.12,221.21,14,29,0.48,Electronics,Europe,0.1676,1.15,192.74,2024,2,4,6,1.340666666666667,0,0
3cbfc941-fb10-400f-ac7b-de8eba9f5cd3,Customer_11025,Product_800,2024-01-09,196,0.07,74.66,12,437,0.03,Electronics,North America,0.1499,0.22,32.98,2024,1,9,1,0.3809183673469387,0,0
4f249c57-3cd0-423f-ac21-55f0412b081c,Customer_2152,Product_568,2024-02-03,138,0.27,694.71,16,349,0.05,Books,Europe,0.1459,1.44,210.1,2024,2,3,5,5.034130434782609,0,0
3c6a29f3-8f45-443d-9c8b-4732867a0b22,Customer_607,Product_732,2024-01-08,124,0.28,284.28,28,56,0.5,Books,Asia,0.0838,1.44,120.67,2024,1,8,0,2.2925806451612902,0,0
86a1e443-8048-4a58-9d79-25aaf5ebf84d,Customer_11100,Product_688,2024-02-04,139,0.1,1791.25,30,318,0.09,Clothing,Asia,0.0327,1.56,51.01,2024,2,4,6,12.886690647482014,1,0
2a71a806-a55c-43e7-92f4-7739f9e7ffbc,Customer_4590,Product_840,2024-02-05,180,0.18,486.24,21,471,0.04,Clothing,North America,0.0969,1.35,130.82,2024,2,5,0,2.7013333333333334,0,0
5b6dd3b8-2d1a-429b-9e7a-bdb5ae75839a,Customer_8817,Product_632,2024-03-07,165,0.22,959.33,40,217,0.18,Books,North America,0.1193,1.09,130.04,2024,3,7,3,5.814121212121212,0,0
d45cce1a-b337-45ca-b518-d0115a3d2639,Customer_1929,Product_809,2023-07-12,125,0.25,329.54,23,409,0.06,Books,Asia,0.1107,1.13,125.09,2023,7,12,2,2.63632,0,0
11135d90-7245-40c8-9467-0a64a27e385d,Customer_1427,Product_290,2024-02-07,160,0.21,208.25,15,235,0.06,Toys,Europe,0.1969,1.66,326.85,2024,2,7,2,1.3015625,0,0
1904067a-2dd8-4223-9b66-da6b606eaab1,Customer_12465,Product_328,2024-07-08,126,0.11,705.56,17,167,0.1,Books,Asia,0.1434,1.91,273.89,2024,7,8,0,5.599682539682539,0,0
2b570196-f53c-406b-94f7-dac8fb184393,Customer_12679,Product_952,2024-07-08,144,0.08,792.69,48,219,0.22,Toys,Asia,0.0773,1.17,90.44,2024,7,8,0,5.504791666666667,0,0
1d1153f8-d595-4220-aeb7-a64af6b9ad71,Customer_9041,Product_656,2024-03-05,127,0.15,130.99,1,157,0.01,Books,Asia,0.1786,0.98,175.03,2024,3,5,1,1.0314173228346455,0,0
a46b469b-0dd6-4569-a985-91065618fdb5,Customer_2414,Product_889,2024-09-07,146,0.0,34.11,23,250,0.09,Home Appliances,Europe,0.0718,1.63,117.03,2024,9,7,5,0.2336301369863013,0,0
7164dc33-6020-4fb9-a019-56b20b078597,Customer_1497,Product_454,2024-06-04,146,0.11,261.2,31,159,0.19,Toys,Asia,0.1697,1.11,188.37,2024,6,4,1,1.7890410958904108,0,0
